at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
19.5057, 0.3, 0.7, 0, 0
19.7003, 0.3, 0.7, 0, 0
19.8557, 0.3, 0.7, 0, 0
20.0408, 0.304, 0.696, 0, 0
20.2114, 0.296, 0.704, 0, 0.002
20.3784, 0.286, 0.714, 0, 0
20.5704, 0.27, 0.73, 0, 0
20.7407, 0.268, 0.732, 0, 0
20.9804, 0.272, 0.728, 0, 0
21.1599, 0.278, 0.722, 0, 0
21.3404, 0.276, 0.724, 0, 0
21.5548, 0.276, 0.724, 0, 0
21.7633, 0.276, 0.724, 0, 0
21.9379, 0.276, 0.724, 0, 0
22.11, 0.276, 0.724, 0, 0
22.2797, 0.276, 0.724, 0, 0
22.5235, 0.28, 0.72, 0, 0.002
22.7541, 0.284, 0.716, 0, 0
23.0281, 0.284, 0.716, 0, 0
23.1949, 0.296, 0.704, 0, 0.002
23.4442, 0.298, 0.702, 0, 0.002
23.629, 0.302, 0.698, 0, 0.002
23.9219, 0.298, 0.702, 0, 0.002
24.1632, 0.272, 0.728, 0, 0.002
24.3798, 0.27, 0.73, 0, 0
24.5774, 0.274, 0.726, 0, 0
24.801, 0.274, 0.726, 0, 0
24.9857, 0.272, 0.728, 0, 0
25.1469, 0.272, 0.728, 0, 0
25.394, 0.272, 0.728, 0, 0
25.5994, 0.272, 0.728, 0, 0
25.7932, 0.272, 0.728, 0, 0
26.0613, 0.272, 0.728, 0, 0
26.334, 0.264, 0.736, 0, 0
26.615, 0.262, 0.738, 0, 0
26.8522, 0.262, 0.738, 0, 0
27.0523, 0.256, 0.744, 0, 0
27.3088, 0.256, 0.744, 0, 0
27.5043, 0.256, 0.744, 0, 0
27.791, 0.256, 0.744, 0, 0
28.0494, 0.256, 0.744, 0, 0
28.2768, 0.252, 0.748, 0, 0
28.4512, 0.252, 0.748, 0, 0
28.6228, 0.25, 0.75, 0, 0
28.8897, 0.25, 0.75, 0, 0
29.0665, 0.25, 0.75, 0, 0
29.2858, 0.25, 0.75, 0, 0
29.5034, 0.25, 0.75, 0, 0
29.7555, 0.244, 0.756, 0, 0
29.9425, 0.244, 0.756, 0, 0
30.1652, 0.246, 0.754, 0, 0
30.4212, 0.246, 0.754, 0, 0
30.6682, 0.248, 0.752, 0, 0
30.9082, 0.248, 0.752, 0, 0
31.2209, 0.248, 0.752, 0, 0
31.4121, 0.244, 0.756, 0, 0
31.6935, 0.246, 0.754, 0, 0
31.918, 0.248, 0.752, 0, 0
32.2139, 0.248, 0.752, 0, 0
32.4784, 0.25, 0.75, 0, 0
32.7609, 1, 0.744, 0, 0
32.954, 1, 0.74, 0, 0
33.1406, 1, 0.74, 0, 0
33.3437, 1, 0.742, 0, 0
33.5496, 1, 0.736, 0, 0
33.7429, 1, 0.734, 0, 0
33.9369, 1, 0.726, 0, 0
34.1609, 1, 0.724, 0, 0
34.3625, 1, 0.722, 0, 0
34.58, 1, 0.722, 0, 0
34.7959, 1, 0.722, 0, 0
35.0094, 1, 0.724, 0, 0
35.2083, 1, 0.724, 0, 0
35.4321, 1, 0.726, 0, 0
35.6561, 1, 0.726, 0, 0
35.8808, 1, 0.726, 0, 0
36.1104, 1, 0.726, 0, 0
36.3344, 1, 0.726, 0, 0
36.5408, 1, 0.726, 0, 0
36.7784, 1, 0.728, 0, 0
36.9995, 1, 0.73, 0, 0
37.2237, 1, 0.732, 0, 0
37.4453, 1, 0.732, 0, 0
37.6527, 1, 0.73, 0, 0
37.8592, 1, 0.73, 0, 0
38.0636, 1, 0.73, 0, 0
38.2826, 1, 0.73, 0, 0
38.486, 1, 0.73, 0, 0
38.7161, 1, 0.73, 0, 0
38.9427, 1, 0.73, 0, 0
39.1466, 1, 0.73, 0, 0
39.3679, 1, 0.73, 0, 0
39.5979, 1, 0.73, 0, 0
39.8326, 1, 0.734, 0, 0
40.0783, 1, 0.736, 0, 0
40.2762, 1, 0.734, 0, 0
40.529, 1, 0.732, 0, 0
40.7298, 1, 0.732, 0, 0
40.9635, 1, 0.724, 0, 0
41.1059, 1, 0.73, 0, 0
41.3517, 1, 0.734, 0, 0
41.5886, 1, 0.736, 0, 0
41.8352, 1, 0.724, 0, 0
42.0955, 1, 0.726, 0, 0
42.3261, 1, 0.72, 0, 0
42.5408, 1, 0.71, 0, 0.002
42.755, 1, 0.706, 0, 0.002
42.9807, 1, 0.706, 0, 0.002
43.2217, 1, 0.71, 0, 0.002
43.4672, 1, 0.71, 0, 0.002
43.6735, 1, 0.704, 0, 0.002
43.8798, 1, 0.706, 0, 0.002
44.0864, 1, 0.734, 0, 0
44.3214, 1, 0.742, 0, 0
44.5525, 1, 0.744, 0, 0
44.8093, 1, 0.744, 0, 0
45.0628, 1, 0.748, 0, 0
45.3294, 1, 0.748, 0, 0
45.5589, 1, 0.748, 0, 0
45.7886, 1, 0.75, 0, 0
46.0534, 1, 0.75, 0, 0
46.2621, 1, 0.75, 0, 0
46.5403, 1, 0.75, 0, 0
46.7801, 1, 0.75, 0, 0
47.0598, 1, 0.754, 0, 0
47.3468, 1, 0.754, 0, 0
47.6457, 1, 0.754, 0, 0
47.9147, 1, 0.754, 0, 0
48.1595, 1, 0.754, 0, 0
48.4196, 1, 0.754, 0, 0
48.7276, 1, 0.748, 0, 0
49.0259, 1, 0.752, 0, 0
49.2911, 1, 0.752, 0, 0
49.5663, 1, 0.752, 0, 0
49.8657, 1, 0.752, 0, 0
50.1192, 1, 0.752, 0, 0
50.3309, 1, 0.752, 0, 0
50.5383, 1, 0.752, 0, 0
50.7585, 1, 0.754, 0, 0
51.0621, 1, 0.752, 0, 0
51.3313, 1, 0.754, 0, 0
51.6059, 1, 0.752, 0, 0
51.8581, 1, 0.748, 0, 0
52.1024, 1, 0.748, 0, 0
52.3871, 1, 0.748, 0, 0
52.5686, 1, 0.748, 0, 0
52.8556, 1, 0.748, 0, 0
53.0806, 1, 0.748, 0, 0
53.3986, 1, 0.748, 0, 0
53.6301, 1, 0.748, 0, 0
53.9003, 1, 0.748, 0, 0
54.1764, 1, 0.748, 0, 0
54.4481, 1, 0.748, 0, 0
54.6623, 1, 0.748, 0, 0
54.9053, 1, 0.748, 0, 0
55.1545, 1, 0.748, 0, 0
55.4177, 1, 0.748, 0, 0
55.7353, 1, 0.744, 0, 0
55.959, 1, 0.744, 0, 0
56.218, 1, 0.74, 0, 0
56.4966, 1, 0.74, 0, 0
56.7763, 1, 0.738, 0, 0
57.0502, 1, 0.744, 0, 0
57.2805, 1, 0.742, 0, 0
57.5262, 1, 0.744, 0, 0
57.8638, 1, 0.748, 0, 0
58.1813, 1, 0.748, 0, 0
58.4617, 1, 0.748, 0, 0
58.715, 1, 0.752, 0, 0
59.0289, 1, 0.756, 0, 0
59.341, 1, 0.756, 0, 0
59.6129, 1, 0.756, 0, 0
59.8664, 1, 0.756, 0, 0
60.152, 1, 0.756, 0, 0
60.4279, 1, 0.756, 0, 0
60.6851, 1, 0.756, 0, 0
60.9748, 1, 0.756, 0, 0
61.296, 1, 0.756, 0, 0
61.6137, 1, 0.756, 0, 0
61.8654, 1, 0.754, 0, 0
62.1321, 1, 0.756, 0, 0
62.4134, 1, 0.754, 0, 0
62.6969, 1, 0.756, 0, 0
62.9813, 1, 0.756, 0, 0
63.2732, 1, 0.754, 0, 0
63.5254, 1, 0.754, 0, 0
63.8593, 1, 0.754, 0, 0
64.1675, 1, 0.754, 0, 0
64.4467, 1, 0.754, 0, 0
64.7588, 1, 0.754, 0, 0
65.0752, 1, 0.754, 0, 0
65.3674, 1, 0.754, 0, 0
65.6861, 1, 0.754, 0, 0
66.003, 1, 0.754, 0, 0
66.2512, 1, 0.752, 0, 0
66.5141, 1, 0.752, 0, 0
66.7764, 1, 0.752, 0, 0
67.1226, 1, 0.748, 0, 0
67.4108, 1, 0.746, 0, 0
67.6869, 1, 0.744, 0, 0
