TOTAL_STIMULUS_REC: 709
NLP_parse_percentage_in_AF: 0
Logged_at: 17:00:00:000
Prev_topic_percentage_in_af: 0
Current_topic_percentage_in_af: 0
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
47153927320151812, nigh%4:02:01::, 14:30:55:403, 14:31:15:510, 1.96077, 20.1063, 1,  - , 41.9853
129572895285309251, can, 14:30:56:756, 14:31:52:825, 6.01587, 56.0684, 1, 2700, 2.13495
200990043864875999, ,@eced141b-831c-49ec-bf8d-6c028f92dfde, 14:31:11:111, 14:31:52:825, 4.82121, 41.7138, 0,  - , 6.23261
221700392017232002, ,@74b038cb-7228-4128-affd-e9b8b07b0d26, 14:31:11:111, 14:31:52:825, 4.81936, 41.7138, 0,  - , 6.23253
224914245004177916, ., 14:30:55:298, 14:31:52:825, 6.33713, 57.5263, 0, 44100, 100.081
238713097465677210, in, 14:30:55:724, 14:31:52:825, 6.39387, 57.1008, 1, 14700, 27.4399
247278477959661152, woodlouse, 14:30:55:403, 14:31:52:825, 8.35547, 57.4213, 1, 600, 12.9413
273156185407028256, no%4:02:01::, 14:31:00:652, 14:31:52:825, 6.36324, 52.1732, 1,  - , 16.4034
308265414077836561, of@63df59c9-5714-4abb-8f4c-bb74546d2102, 14:31:01:217, 14:31:32:744, 3.60805, 31.5269, 0,  - , 12.2237
349609522505327407, bigger.a-c@3e68c1a2-a172-4233-820f-46c4aeacc9ba, 14:31:05:851, 14:31:52:825, 5.36946, 46.974, 0,  - , 6.20256
383366309441692753, inward%4:02:01::, 14:31:02:139, 14:31:52:825, 5.66648, 50.6854, 1,  - , 11.6476
384797615427064134, ), 14:30:56:756, 14:31:05:527, 3.50867, 8.77027, 0, 900, 1.67366
443514927522192133, unlike, 14:30:55:833, 14:31:52:825, 15.5362, 56.9915, 1, 300, 10.6899
454213604292819815, do%2:36:02::, 14:30:55:510, 14:30:57:922, 1.33039, 2.41175, 1,  - , 4.78252
533049664271630316, similar, 14:30:56:756, 14:31:05:707, 1.46648, 8.95073, 1, 900, 0.256929
549817980321782562, comprise, 14:30:57:136, 14:31:01:884, 0.686597, 4.74722, 1, 300, 0.00527864
560437915148262375, most%4:02:00::, 14:30:55:403, 14:31:52:825, 5.58337, 57.4213, 1,  - , 23.4872
643335844547241829, act%2:29:00::, 14:30:55:510, 14:30:56:756, 1.3237, 1.2464, 1,  - , 5.78337
672209744764972597, nevertheless%4:02:00::, 14:30:55:510, 14:31:06:139, 2.4787, 10.6287, 1,  - , 31.2023
675472484026836756, 10.000000, 14:30:57:473, 14:31:52:825, 6.65298, 55.3522, 1,  - , 4.13011
690693652329620029, species, 14:30:55:946, 14:31:52:075, 1.88241, 56.1282, 1, 6300, 10.8551
758278191060126781, extensor_muscle%1:08:00::, 14:31:00:135, 14:31:52:825, 7.35317, 52.6898, 1,  - , 27.4366
780089189977460852, cockroaches.n@a46f6308-8486-4bc4-86e0-f199278e03b9, 14:31:00:785, 14:31:52:825, 4.88958, 52.0398, 0,  - , 6.20815
821879334871727856, noun, 14:30:57:473, 14:31:52:825, 6.961, 55.3522, 0,  - , 11.1362
830180766859412034, Xp@3c67783b-727d-4d44-aaf8-6caf65197437, 14:30:57:807, 14:31:52:825, 5.67819, 55.018, 0,  - , 5.54373
865994518079828500, _quantity, 14:31:17:822, 14:31:52:825, 5.32297, 35.0027, 1,  - , 3.12039
882972761056795330, make%2:36:05::, 14:30:55:510, 14:30:57:807, 1.44909, 2.29684, 1,  - , 5.51503
927199144002112699, lepidoptera, 14:30:57:136, 14:31:00:257, 0.527136, 3.12097, 0, 300, 0.00313218
938566096662761054, most@080304dd-3e1d-4b0c-8b2d-ff96359e0f41, 14:30:55:403, 14:31:52:825, 11.6713, 57.4213, 0,  - , 21.6564
955007819498838415, 3000, 14:30:55:946, 14:31:52:349, 1.79929, 56.4022, 0, 600, 3.35475
1030432051235113537, in%4:02:01::, 14:31:02:139, 14:31:38:279, 2.59905, 36.1398, 1,  - , 10.6475
1057495428784606851, plural, 14:30:58:158, 14:31:05:527, 2.19488, 7.36854, 0,  - , 6.45321
1113997609004476165, near%4:02:03::, 14:30:55:403, 14:31:15:510, 1.95756, 20.1063, 1,  - , 34.4837
1117049941373827233, unlike@592a4868-49b0-4e2f-b9e0-9c2ee0e5501e, 14:31:01:349, 14:31:52:825, 11.719, 51.4755, 0,  - , 12.3961
1153987369686549617, do%2:42:00::, 14:30:55:510, 14:30:56:756, 1.39822, 1.2464, 1,  - , 5.28368
1217402448328952847, no_more%4:02:05::, 14:31:00:652, 14:31:52:825, 11.8028, 52.1732, 1,  - , 16.4034
1230484456261868096, somewhat, 14:30:56:756, 14:31:18:743, 0.69923, 21.9864, 1, 600, 16.4248
1271630177997387597, .@44ccb482-1b74-4af2-9620-b4fcbff1fa8c, 14:31:00:395, 14:31:52:825, 5.85951, 52.4296, 0,  - , 6.51409
1274177074795690889, no%4:02:02::, 14:31:00:785, 14:31:52:825, 11.8028, 52.0398, 1,  - , 16.9034
1295887970529582304, most@e898e003-e320-4721-8bda-6f330c7ba0d6, 14:31:02:269, 14:31:52:825, 7.85673, 50.5561, 0,  - , 10.8192
1297336434150684834, present_future, 14:30:55:510, 14:31:46:904, 4.4738, 51.3944, 0,  - , 5.19098
1354872220123196599, doh%1:10:00::, 14:30:55:510, 14:30:57:922, 1.45405, 2.41175, 1,  - , 5.2839
1367477221623553515, by%4:02:00::, 14:31:02:015, 14:31:38:766, 3.91704, 36.7508, 1,  - , 11.8182
1375717604989243664, woodlice@e215e5be-564d-4a81-8a47-89081cc2f4f7, 14:31:41:352, 14:31:52:825, 20.2455, 11.4729, 1,  - , 10.7983
1379037885529754447, ,@fe50d738-9a83-4497-b79d-56e2a40658e2, 14:31:11:111, 14:31:52:825, 4.82251, 41.7138, 0,  - , 5.89937
1384551694518126213, demonstrative, 14:30:58:158, 14:31:52:825, 5.23752, 54.6667, 0,  - , 2.12331
1446248972010533873, centipedes.n@8f631949-7ebe-4221-b157-dcee97851e4a, 14:31:37:839, 14:31:52:825, 4.83685, 14.9854, 1,  - , 4.7713
1449581650341107687, in%1:23:00::, 14:31:02:139, 14:31:19:220, 0.727823, 17.081, 1,  - , 9.14754
1502891525357445923, away%4:02:02::, 14:31:02:015, 14:31:36:404, 3.67983, 34.3895, 1,  - , 13.3181
1517594385247747428, do%2:42:02::, 14:30:55:510, 14:30:56:756, 1.42294, 1.2464, 1,  - , 6.28397
1538698962689516020, ut%1:10:00::, 14:30:55:510, 14:30:56:756, 1.43554, 1.2464, 1,  - , 6.28491
1559143987269818818, do%2:36:00::, 14:30:55:510, 14:30:56:756, 1.45023, 1.2464, 1,  - , 6.28268
1570813373529498099, 9.000000, 14:31:06:310, 14:31:52:825, 5.6194, 46.5148, 0,  - , 5.12221
1715669325254664977, extensor%1:08:00::, 14:31:00:135, 14:31:52:825, 7.35317, 52.6898, 1,  - , 28.9366
1720466348917853779, manage%2:41:02::, 14:30:55:510, 14:30:57:922, 2.40812, 2.41175, 1,  - , 6.78504
1725000975837666100, order, 14:30:57:136, 14:31:05:707, 1.48185, 8.57072, 1, 1200, 0.00634728
1727328589405106163, however.e@2b5be357-e376-46f5-8a57-836cfc656739, 14:30:55:298, 14:31:52:825, 18.6661, 57.5263, 0,  - , 26.0254
1759938759045822288, cannot@5f62ef78-de71-4dd5-8721-18599b09e0d9, 14:30:55:298, 14:31:52:825, 31.0568, 57.5263, 0,  - , 101.762
1870216846309171124, do, 14:30:55:298, 14:31:52:825, 93.4234, 57.5263, 1, 300, 195.475
1903927117803555099, temperate.a@13f04f61-bd06-4e2f-9d03-0cbd011abe08, 14:31:05:707, 14:31:43:718, 4.313, 38.0109, 0,  - , 5.83951
1963091165040595300, withal%4:02:01::, 14:30:55:510, 14:31:06:448, 2.99128, 10.9379, 1,  - , 34.2045
