at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
36.3835, 1, 0.744, 0, 0
36.5776, 1, 0.742, 0, 0
36.8062, 1, 0.744, 0, 0
37.0466, 1, 0.746, 0, 0
37.254, 1, 0.746, 0, 0
37.4605, 1, 0.748, 0, 0
37.6877, 1, 0.748, 0, 0
37.9236, 1, 0.75, 0, 0
38.084, 1, 0.75, 0, 0
38.3017, 1, 0.744, 0, 0
38.5351, 1, 0.74, 0, 0
38.753, 1, 0.74, 0, 0
39.004, 1, 0.726, 0, 0
39.2136, 1, 0.728, 0, 0
39.4564, 1, 0.726, 0, 0
39.7086, 1, 0.728, 0, 0
39.9436, 1, 0.722, 0, 0
40.1755, 1, 0.726, 0, 0
40.4238, 1, 0.72, 0, 0
40.6392, 1, 0.718, 0, 0
40.8618, 1, 0.708, 0, 0
41.0789, 1, 0.704, 0, 0
41.3132, 1, 0.69, 0, 0
41.5784, 1, 0.686, 0, 0
41.8211, 1, 0.69, 0, 0
42.0677, 1, 0.686, 0, 0
42.3213, 1, 0.666, 0, 0
42.5681, 1, 0.674, 0, 0
42.8417, 1, 0.678, 0, 0
43.0596, 1, 0.674, 0, 0
43.3335, 1, 0.674, 0, 0
43.5942, 1, 0.676, 0, 0
43.8605, 1, 0.67, 0, 0
44.115, 1, 0.67, 0, 0
44.3739, 1, 0.674, 0, 0
44.6372, 1, 0.694, 0, 0
44.9373, 1, 0.702, 0, 0
45.1947, 1, 0.702, 0, 0
45.4897, 1, 0.7, 0, 0
45.7746, 1, 0.702, 0, 0
46.0283, 1, 0.702, 0, 0
46.303, 1, 0.702, 0, 0
46.6043, 1, 0.702, 0, 0
46.9115, 1, 0.702, 0, 0
47.1606, 1, 0.714, 0, 0
47.3718, 1, 0.714, 0, 0
47.6663, 1, 0.714, 0, 0
47.9283, 1, 0.716, 0, 0
48.1914, 1, 0.716, 0, 0
48.4984, 1, 0.716, 0, 0
48.7547, 1, 0.716, 0, 0
49.0501, 1, 0.716, 0, 0
49.364, 1, 0.716, 0, 0
49.6297, 1, 0.716, 0, 0
49.9059, 1, 0.716, 0, 0
50.207, 1, 0.716, 0, 0
50.5009, 1, 0.718, 0, 0
50.7567, 1, 0.722, 0, 0
51.081, 1, 0.722, 0, 0
51.3435, 1, 0.722, 0, 0
51.6092, 1, 0.722, 0, 0
51.8757, 1, 0.722, 0, 0
52.1548, 1, 0.722, 0, 0
52.4305, 1, 0.722, 0, 0
52.7052, 1, 0.722, 0, 0
52.9903, 1, 0.722, 0, 0
53.2489, 1, 0.724, 0, 0
53.5182, 1, 0.724, 0, 0
53.7938, 1, 0.72, 0, 0
54.1, 1, 0.724, 0, 0
54.4015, 1, 0.724, 0, 0
54.6579, 1, 0.724, 0, 0
54.9316, 1, 0.724, 0, 0
55.1826, 1, 0.726, 0, 0
55.5224, 1, 0.732, 0, 0
55.8703, 1, 0.73, 0, 0
56.1592, 1, 0.73, 0, 0
56.3865, 1, 0.728, 0, 0
56.655, 1, 0.724, 0, 0
56.9652, 1, 0.726, 0, 0
57.2276, 1, 0.726, 0, 0
57.4894, 1, 0.726, 0, 0
57.758, 1, 0.726, 0, 0
58.024, 1, 0.726, 0, 0
58.3123, 1, 0.728, 0, 0
58.5958, 1, 0.728, 0, 0
58.8891, 1, 0.722, 0, 0
59.177, 1, 0.724, 0, 0
59.4753, 1, 0.722, 0, 0
59.7773, 1, 0.722, 0, 0
60.0522, 1, 0.724, 0, 0
60.3826, 1, 0.726, 0, 0
60.66, 1, 0.724, 0, 0
60.9046, 1, 0.722, 0, 0
61.2385, 1, 0.724, 0, 0
61.492, 1, 0.724, 0, 0
61.774, 1, 0.726, 0, 0
62.0178, 1, 0.728, 0, 0
62.3195, 1, 0.728, 0, 0
62.5945, 1, 0.724, 0, 0
62.8863, 1, 0.726, 0, 0
63.1911, 1, 0.722, 0, 0
63.4625, 1, 0.716, 0, 0
63.7969, 1, 0.716, 0, 0
64.1163, 1, 0.708, 0, 0
64.3895, 1, 0.706, 0, 0
64.7415, 1, 0.708, 0, 0
65.0007, 1, 0.702, 0, 0
65.3252, 1, 0.702, 0, 0
65.6297, 1, 0.7, 0, 0
65.9475, 1, 0.69, 0, 0
66.301, 1, 0.69, 0, 0
66.6381, 1, 0.696, 0, 0
66.9474, 1, 0.684, 0, 0
67.2159, 1, 0.686, 0, 0
67.5225, 1, 0.686, 0, 0
67.9069, 1, 0.684, 0, 0
68.2793, 1, 0.678, 0, 0
68.5882, 1, 0.68, 0, 0
