TOTAL_STIMULUS_REC: 427
NLP_parse_percentage_in_AF: 0
Logged_at: 17:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
47153927320151812, nigh%4:02:01::, 14:22:18:887, 14:22:50:273, 5.94954, 31.386, 1,  - , 60.3995
129572895285309251, can, 14:22:20:443, 14:22:50:273, 7.18174, 29.83, 1, 1800, 1.86892
224914245004177916, ., 14:22:18:887, 14:22:50:273, 11.4862, 31.3859, 0, 29100, 40.2777
238713097465677210, in, 14:22:19:428, 14:22:50:273, 6.89998, 30.8442, 1, 7200, 27.936
247278477959661152, woodlouse, 14:22:19:104, 14:22:50:273, 7.6808, 31.1687, 1, 600, 11.5533
256526413628966232, Wd@20b4d6f0-af2b-430d-87be-aa327928d2c0, 14:22:30:436, 14:22:44:182, 4.381, 13.746, 0,  - , 4.19101
273156185407028256, no%4:02:01::, 14:22:26:145, 14:22:50:273, 5.44701, 24.1279, 1,  - , 11.0986
383366309441692753, inward%4:02:01::, 14:22:26:427, 14:22:41:267, 3.87978, 14.8398, 1,  - , 7.62048
384797615427064134, ), 14:22:20:443, 14:22:27:567, 3.82234, 7.1245, 0, 900, 1.68056
443514927522192133, unlike, 14:22:19:428, 14:22:50:273, 26.4159, 30.8442, 1, 300, 8.0194
454213604292819815, do%2:36:02::, 14:22:19:428, 14:22:20:558, 2.57462, 1.13006, 1,  - , 4.90318
527638127118150842, bromacil, 14:22:30:095, 14:22:30:095, 1.92319, 0, 1,  - , 5.42904
533049664271630316, similar, 14:22:20:443, 14:22:29:738, 1.27533, 9.29582, 1, 900, 0.0142219
560437915148262375, most%4:02:00::, 14:22:18:887, 14:22:50:273, 5.3543, 31.3859, 1,  - , 21.9039
643335844547241829, act%2:29:00::, 14:22:19:428, 14:22:20:558, 3.06719, 1.13006, 1,  - , 6.90149
672209744764972597, nevertheless%4:02:00::, 14:22:18:999, 14:22:31:072, 1.06624, 12.0727, 1,  - , 10.5199
