at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
6.87152, 0.306, 0.694, 0, 0
6.99668, 0.306, 0.694, 0, 0
7.12037, 0.304, 0.696, 0, 0
7.24393, 0.292, 0.708, 0, 0
7.36928, 0.28, 0.72, 0, 0
7.49793, 0.27, 0.73, 0, 0
7.61671, 0.27, 0.73, 0, 0
7.73967, 0.27, 0.73, 0, 0
7.88708, 0.268, 0.732, 0, 0
8.02108, 0.27, 0.73, 0, 0
8.17774, 0.276, 0.724, 0, 0.004
8.27341, 0.278, 0.722, 0, 0
8.40474, 0.278, 0.722, 0, 0
8.54287, 0.28, 0.72, 0, 0
8.66986, 0.28, 0.72, 0, 0
8.79416, 0.274, 0.726, 0, 0
8.91855, 0.276, 0.724, 0, 0
9.0661, 0.272, 0.728, 0, 0
9.1924, 0.272, 0.728, 0, 0
9.34721, 0.272, 0.728, 0, 0
9.47715, 0.272, 0.728, 0, 0
9.62367, 0.274, 0.726, 0, 0
9.74945, 0.27, 0.73, 0, 0
9.87638, 0.272, 0.728, 0, 0
10.0011, 0.274, 0.726, 0, 0
10.1594, 0.272, 0.728, 0, 0
10.2851, 0.268, 0.732, 0, 0
10.4311, 0.266, 0.734, 0, 0
10.5692, 0.268, 0.732, 0, 0
10.7646, 0.27, 0.73, 0, 0
10.9356, 0.268, 0.732, 0, 0
11.0704, 0.268, 0.732, 0, 0
11.2109, 0.268, 0.732, 0, 0
11.3701, 0.268, 0.732, 0, 0
11.5157, 0.268, 0.732, 0, 0
11.6504, 0.268, 0.732, 0, 0
11.8277, 0.268, 0.732, 0, 0
11.9678, 0.268, 0.732, 0, 0
12.1432, 0.268, 0.732, 0, 0
12.2935, 0.268, 0.732, 0, 0
12.4334, 0.268, 0.732, 0, 0
12.621, 0.268, 0.732, 0, 0
12.7963, 0.268, 0.732, 0, 0
12.9418, 0.268, 0.732, 0, 0
13.1127, 0.268, 0.732, 0, 0
13.2797, 0.268, 0.732, 0, 0
13.4261, 0.268, 0.732, 0, 0
13.5862, 0.268, 0.732, 0, 0
13.7347, 0.268, 0.732, 0, 0
13.9203, 0.268, 0.732, 0, 0
14.0955, 0.268, 0.732, 0, 0
14.2623, 0.268, 0.732, 0, 0
14.4027, 0.268, 0.732, 0, 0
14.6065, 0.268, 0.732, 0, 0
14.7906, 0.268, 0.732, 0, 0
14.9378, 0.268, 0.732, 0, 0
15.0849, 0.268, 0.732, 0, 0
15.2735, 0.268, 0.732, 0, 0
15.4133, 0.268, 0.732, 0, 0
15.593, 0.268, 0.732, 0, 0
15.7337, 0.268, 0.732, 0, 0
15.8415, 0.268, 0.732, 0, 0
16.0443, 0.268, 0.732, 0, 0
16.2324, 0.268, 0.732, 0, 0
16.3916, 0.268, 0.732, 0, 0
16.5601, 0.268, 0.732, 0, 0
16.7081, 0.268, 0.732, 0, 0
16.9228, 0.268, 0.732, 0, 0
17.1363, 0.268, 0.732, 0, 0
17.3339, 0.268, 0.732, 0, 0
17.5501, 0.268, 0.732, 0, 0
17.6918, 0.268, 0.732, 0, 0
17.8714, 0.268, 0.732, 0, 0
18.0702, 0.266, 0.734, 0, 0
18.2243, 0.258, 0.742, 0, 0
18.3683, 0.256, 0.744, 0, 0
18.5647, 0.254, 0.746, 0, 0
18.7731, 0.258, 0.742, 0, 0
18.9395, 0.258, 0.742, 0, 0
19.0791, 0.254, 0.746, 0, 0
19.2285, 0.252, 0.748, 0, 0
19.3775, 0.252, 0.748, 0, 0
19.5422, 0.254, 0.746, 0, 0
19.7103, 0.256, 0.744, 0, 0
19.8647, 0.256, 0.744, 0, 0
20.0254, 0.256, 0.744, 0, 0
20.1902, 0.256, 0.744, 0, 0
20.3816, 0.254, 0.746, 0, 0
20.5604, 0.254, 0.746, 0, 0
20.7358, 0.254, 0.746, 0, 0
20.8878, 0.256, 0.744, 0, 0
21.0672, 0.258, 0.742, 0, 0
21.1584, 0.26, 0.74, 0, 0
21.3557, 0.26, 0.74, 0, 0
21.592, 0.26, 0.74, 0, 0
21.7692, 0.26, 0.74, 0, 0
21.9862, 0.26, 0.74, 0, 0
22.1748, 0.26, 0.74, 0, 0
22.3921, 0.258, 0.742, 0, 0
22.6101, 0.258, 0.742, 0, 0
22.8, 0.258, 0.742, 0, 0
23.0206, 0.258, 0.742, 0, 0
23.1778, 0.258, 0.742, 0, 0
23.3786, 0.256, 0.744, 0, 0
23.6269, 0.254, 0.746, 0, 0
23.8294, 0.254, 0.746, 0, 0
24.0553, 0.254, 0.746, 0, 0
24.2932, 0.252, 0.748, 0, 0
24.5117, 0.252, 0.748, 0, 0
24.6838, 0.252, 0.748, 0, 0
24.8483, 0.242, 0.758, 0, 0
25.0153, 0.244, 0.756, 0, 0
25.1887, 0.242, 0.758, 0, 0
25.4238, 0.244, 0.756, 0, 0
25.6664, 0.244, 0.756, 0, 0
25.9276, 0.244, 0.756, 0, 0
26.1579, 0.242, 0.758, 0, 0
26.4181, 0.246, 0.754, 0, 0
26.6425, 0.244, 0.756, 0, 0
26.7977, 0.244, 0.756, 0, 0
27.0402, 0.244, 0.756, 0, 0
27.2965, 0.244, 0.756, 0, 0
27.4642, 0.242, 0.758, 0, 0
27.6914, 0.242, 0.758, 0, 0
27.9489, 0.244, 0.756, 0, 0
28.2185, 0.244, 0.756, 0, 0
28.4928, 0.244, 0.756, 0, 0
28.6634, 0.242, 0.758, 0, 0
28.8569, 0.24, 0.76, 0, 0
29.0781, 0.24, 0.76, 0, 0
29.2978, 0.236, 0.764, 0, 0
29.5046, 0.234, 0.766, 0, 0
29.6658, 0.232, 0.768, 0, 0
29.7702, 0.232, 0.768, 0, 0
29.988, 0.234, 0.766, 0, 0
30.2063, 0.232, 0.768, 0, 0
30.4551, 0.232, 0.768, 0, 0
30.6901, 0.234, 0.766, 0, 0
30.916, 0.232, 0.768, 0, 0
31.0913, 0.234, 0.766, 0, 0
31.3239, 0.23, 0.77, 0, 0
31.5593, 0.238, 0.762, 0, 0
31.7863, 0.244, 0.756, 0, 0
32.0509, 0.236, 0.764, 0, 0
32.2619, 0.236, 0.764, 0, 0
32.4371, 0.236, 0.764, 0, 0
32.7084, 0.234, 0.766, 0, 0
32.8898, 0.23, 0.77, 0, 0
33.1396, 0.23, 0.77, 0, 0
33.3607, 0.232, 0.768, 0, 0
33.5838, 0.23, 0.77, 0, 0
33.8493, 0.23, 0.77, 0, 0
34.057, 0.23, 0.77, 0, 0
34.3235, 0.23, 0.77, 0, 0
34.5433, 0.23, 0.77, 0, 0
34.8806, 1, 0.768, 0, 0
35.1035, 1, 0.768, 0, 0
35.328, 1, 0.764, 0, 0
35.5367, 1, 0.764, 0, 0
35.7497, 1, 0.764, 0, 0
35.963, 1, 0.764, 0, 0
36.1789, 1, 0.758, 0, 0
36.3846, 1, 0.752, 0, 0
36.5621, 1, 0.754, 0, 0
36.8362, 1, 0.752, 0, 0
37.0594, 1, 0.748, 0, 0
37.2768, 1, 0.742, 0, 0
37.4846, 1, 0.74, 0, 0
37.7041, 1, 0.74, 0, 0
37.933, 1, 0.742, 0, 0
38.1422, 1, 0.744, 0, 0
38.3377, 1, 0.744, 0, 0
38.5665, 1, 0.742, 0, 0
38.7848, 1, 0.744, 0, 0
39.0108, 1, 0.746, 0, 0
39.2241, 1, 0.742, 0, 0
39.439, 1, 0.742, 0, 0
39.665, 1, 0.738, 0, 0
39.7928, 1, 0.738, 0, 0
40.0208, 1, 0.74, 0, 0
40.2515, 1, 0.74, 0, 0
40.4875, 1, 0.738, 0, 0
40.7005, 1, 0.734, 0, 0
40.9209, 1, 0.736, 0, 0
41.0555, 1, 0.736, 0, 0
41.2643, 1, 0.736, 0, 0
41.4855, 1, 0.734, 0, 0
41.7189, 1, 0.732, 0, 0
41.9342, 1, 0.732, 0, 0
42.153, 1, 0.732, 0, 0
42.3799, 1, 0.73, 0, 0
42.6034, 1, 0.728, 0, 0
42.8281, 1, 0.722, 0, 0
43.0502, 1, 0.72, 0, 0
43.2834, 1, 0.718, 0, 0
43.4858, 1, 0.712, 0, 0
43.7181, 1, 0.714, 0, 0
43.9349, 1, 0.716, 0, 0
44.1619, 1, 0.72, 0, 0
44.3927, 1, 0.72, 0, 0
44.6084, 1, 0.72, 0, 0
44.823, 1, 0.718, 0, 0
44.9821, 1, 0.718, 0, 0
45.202, 1, 0.72, 0, 0
45.4313, 1, 0.72, 0, 0
45.6842, 1, 0.72, 0, 0
45.9014, 1, 0.722, 0, 0
46.1357, 1, 0.724, 0, 0
46.3773, 1, 0.726, 0, 0
46.603, 1, 0.724, 0, 0
46.8301, 1, 0.724, 0, 0
47.0634, 1, 0.72, 0, 0
47.2914, 1, 0.72, 0, 0
47.5242, 1, 0.72, 0, 0
47.7737, 1, 0.72, 0, 0
48.0079, 1, 0.724, 0, 0
48.2716, 1, 0.726, 0, 0
48.5289, 1, 0.726, 0, 0
48.7643, 1, 0.728, 0, 0
49.0043, 1, 0.728, 0, 0
49.267, 1, 0.73, 0, 0
49.5029, 1, 0.73, 0, 0
49.7262, 1, 0.73, 0, 0
49.9654, 1, 0.73, 0, 0
50.2016, 1, 0.73, 0, 0
50.433, 1, 0.732, 0, 0
50.6802, 1, 0.73, 0, 0
50.9108, 1, 0.732, 0, 0
51.1389, 1, 0.736, 0, 0
51.37, 1, 0.732, 0, 0
51.6389, 1, 0.736, 0, 0
51.8759, 1, 0.728, 0, 0
52.1199, 1, 0.728, 0, 0
52.3504, 1, 0.726, 0, 0
52.6006, 1, 0.728, 0, 0
52.8327, 1, 0.732, 0, 0
53.0874, 1, 0.738, 0, 0
53.3229, 1, 0.738, 0, 0
53.5595, 1, 0.738, 0, 0
53.8129, 1, 0.738, 0, 0
54.0705, 1, 0.734, 0, 0
54.316, 1, 0.732, 0, 0
54.5496, 1, 0.74, 0, 0
54.8095, 1, 0.74, 0, 0
55.061, 1, 0.742, 0, 0
55.2939, 1, 0.742, 0, 0
55.5269, 1, 0.748, 0, 0
55.7493, 1, 0.75, 0, 0
56.0042, 1, 0.758, 0, 0
56.27, 1, 0.754, 0, 0
56.5352, 1, 0.748, 0, 0
56.7915, 1, 0.75, 0, 0
57.0467, 1, 0.746, 0, 0
57.2738, 1, 0.746, 0, 0
57.5535, 1, 0.748, 0, 0
57.8247, 1, 0.744, 0, 0
58.0707, 1, 0.746, 0, 0
58.359, 1, 0.75, 0, 0
58.6314, 1, 0.754, 0, 0
58.8726, 1, 0.754, 0, 0
59.1095, 1, 0.756, 0, 0
59.3563, 1, 0.76, 0, 0
59.6321, 1, 0.76, 0, 0
59.8731, 1, 0.762, 0, 0
60.0209, 1, 0.762, 0, 0
60.2529, 1, 0.764, 0, 0
60.5117, 1, 0.764, 0, 0
60.7386, 1, 0.764, 0, 0
60.9735, 1, 0.764, 0, 0
61.2353, 1, 0.764, 0, 0
61.481, 1, 0.768, 0, 0
61.7573, 1, 0.782, 0, 0
61.9944, 1, 0.782, 0, 0
62.2724, 1, 0.782, 0, 0
62.5152, 1, 0.782, 0, 0
62.795, 1, 0.782, 0, 0
63.0365, 1, 0.784, 0, 0
63.278, 1, 0.784, 0, 0
63.5494, 1, 0.784, 0, 0
63.826, 1, 0.784, 0, 0
64.0644, 1, 0.784, 0, 0
64.3452, 1, 0.786, 0, 0
64.5908, 1, 0.786, 0, 0
64.8349, 1, 0.786, 0, 0
65.0848, 1, 0.784, 0, 0
65.3508, 1, 0.794, 0, 0
65.6358, 1, 0.794, 0, 0
65.8641, 1, 0.796, 0, 0
66.1485, 1, 0.796, 0, 0
66.4274, 1, 0.796, 0, 0
66.7106, 1, 0.796, 0, 0
66.9784, 1, 0.796, 0, 0
67.2173, 1, 0.796, 0, 0
67.4636, 1, 0.794, 0, 0
67.707, 1, 0.794, 0, 0
67.9644, 1, 0.794, 0, 0
68.2395, 1, 0.794, 0, 0
68.4705, 1, 0.794, 0, 0
68.7342, 1, 0.794, 0, 0
69.0172, 1, 0.794, 0, 0
69.2876, 1, 0.798, 0, 0
69.5414, 1, 0.8, 0, 0
69.7777, 1, 0.8, 0, 0
70.0036, 1, 0.8, 0, 0
70.2637, 1, 0.8, 0, 0
70.5097, 1, 0.8, 0, 0
70.7736, 1, 0.8, 0, 0
71.0048, 1, 0.8, 0, 0
71.2361, 1, 0.8, 0, 0
71.5057, 1, 0.8, 0, 0
71.7805, 1, 0.8, 0, 0
72.0576, 1, 0.802, 0, 0
72.2742, 1, 0.804, 0, 0
72.5054, 1, 0.8, 0, 0
72.7444, 1, 0.8, 0, 0
