at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
5.45117, 0.328, 0.672, 0, 0
5.56821, 0.328, 0.672, 0, 0
5.6879, 0.326, 0.674, 0, 0
5.80528, 0.334, 0.666, 0, 0
5.92413, 0.342, 0.658, 0, 0
6.06296, 0.35, 0.65, 0, 0.002
6.18937, 0.35, 0.65, 0, 0
6.31852, 0.352, 0.648, 0, 0
6.44631, 0.35, 0.65, 0, 0
6.57401, 0.354, 0.646, 0, 0
6.7016, 0.354, 0.646, 0, 0
6.83281, 0.354, 0.646, 0, 0
6.91482, 0.354, 0.646, 0, 0
7.06055, 0.352, 0.648, 0, 0
7.19388, 0.352, 0.648, 0, 0
7.32093, 0.352, 0.648, 0, 0
7.44632, 0.352, 0.648, 0, 0
7.57612, 0.354, 0.646, 0, 0
7.71085, 0.366, 0.634, 0, 0
7.83754, 0.368, 0.632, 0, 0
7.97802, 0.376, 0.624, 0, 0.004
8.11941, 0.384, 0.616, 0, 0
8.24925, 0.378, 0.622, 0, 0
8.3801, 0.372, 0.628, 0, 0
8.52716, 0.37, 0.63, 0, 0
8.65556, 0.376, 0.624, 0, 0.004
8.79568, 0.374, 0.626, 0, 0
8.98401, 0.374, 0.626, 0, 0
9.1585, 0.374, 0.626, 0, 0
9.32115, 0.374, 0.626, 0, 0
9.47179, 0.374, 0.626, 0, 0
9.6298, 0.374, 0.626, 0, 0
9.77227, 0.374, 0.626, 0, 0
9.89781, 0.374, 0.626, 0, 0
10.0779, 0.374, 0.626, 0, 0
10.2335, 0.374, 0.626, 0, 0
10.3423, 0.374, 0.626, 0, 0
10.5152, 0.374, 0.626, 0, 0
10.6706, 0.374, 0.626, 0, 0
10.8241, 0.374, 0.626, 0, 0
11.0156, 0.374, 0.626, 0, 0
11.1482, 0.374, 0.626, 0, 0
11.284, 0.374, 0.626, 0, 0
11.4236, 0.374, 0.626, 0, 0
11.5704, 0.374, 0.626, 0, 0
11.7085, 0.374, 0.626, 0, 0
11.8815, 0.374, 0.626, 0, 0
12.0203, 0.374, 0.626, 0, 0
12.1733, 0.374, 0.626, 0, 0
12.364, 0.374, 0.626, 0, 0
12.5108, 0.374, 0.626, 0, 0
12.6929, 0.37, 0.63, 0, 0
12.7548, 0.368, 0.632, 0, 0
12.8997, 0.37, 0.63, 0, 0
13.0349, 0.372, 0.628, 0, 0
13.2178, 0.37, 0.63, 0, 0
13.4064, 0.374, 0.626, 0, 0
13.5493, 0.374, 0.626, 0, 0
13.717, 0.374, 0.626, 0, 0
13.8742, 0.374, 0.626, 0, 0
14.0214, 0.374, 0.626, 0, 0
14.2061, 0.374, 0.626, 0, 0
14.3568, 0.374, 0.626, 0, 0
14.5383, 0.374, 0.626, 0, 0
14.6194, 0.374, 0.626, 0, 0
14.7823, 0.374, 0.626, 0, 0
14.9352, 0.374, 0.626, 0, 0
15.0872, 0.374, 0.626, 0, 0
15.2569, 0.374, 0.626, 0, 0
15.457, 0.35, 0.65, 0, 0
15.6238, 0.35, 0.65, 0, 0
15.8419, 0.35, 0.65, 0, 0
16.006, 0.35, 0.65, 0, 0
16.1788, 0.35, 0.65, 0, 0
16.397, 0.35, 0.65, 0, 0
16.5604, 0.35, 0.65, 0, 0
16.7165, 0.35, 0.65, 0, 0
16.9038, 0.35, 0.65, 0, 0
17.0979, 0.35, 0.65, 0, 0
17.2686, 0.35, 0.65, 0, 0
17.4574, 0.35, 0.65, 0, 0
17.6831, 0.35, 0.65, 0, 0
17.8297, 0.35, 0.65, 0, 0
17.9804, 0.35, 0.65, 0, 0
18.1293, 0.35, 0.65, 0, 0
18.2776, 0.35, 0.65, 0, 0
18.4211, 0.35, 0.65, 0, 0
18.5973, 0.35, 0.65, 0, 0
18.7507, 0.35, 0.65, 0, 0
18.9162, 0.35, 0.65, 0, 0
19.0654, 0.348, 0.652, 0, 0
19.236, 0.344, 0.656, 0, 0
19.3891, 0.344, 0.656, 0, 0
19.5873, 0.34, 0.66, 0, 0
19.7399, 0.342, 0.658, 0, 0
19.9603, 0.338, 0.662, 0, 0
20.1257, 0.344, 0.656, 0, 0
20.2967, 0.342, 0.658, 0, 0
20.4645, 0.34, 0.66, 0, 0
20.6195, 0.34, 0.66, 0, 0
20.7873, 0.34, 0.66, 0, 0
20.9419, 0.32, 0.68, 0, 0
21.0967, 0.31, 0.69, 0, 0
21.297, 0.308, 0.692, 0, 0
21.468, 0.304, 0.696, 0, 0
21.6547, 0.3, 0.7, 0, 0
21.743, 0.302, 0.698, 0, 0
21.9193, 0.302, 0.698, 0, 0
22.076, 0.3, 0.7, 0, 0
22.2454, 0.298, 0.702, 0, 0
22.4478, 0.302, 0.698, 0, 0
22.62, 0.304, 0.696, 0, 0
22.7918, 0.304, 0.696, 0, 0
23.042, 0.3, 0.7, 0, 0
23.2528, 0.302, 0.698, 0, 0
23.4218, 0.302, 0.698, 0, 0
23.5912, 0.302, 0.698, 0, 0
23.8401, 0.302, 0.698, 0, 0
24.0066, 0.302, 0.698, 0, 0
24.1911, 0.302, 0.698, 0, 0
24.3592, 0.308, 0.692, 0, 0
24.5909, 0.314, 0.686, 0, 0
24.833, 0.316, 0.684, 0, 0
25.0661, 0.31, 0.69, 0, 0
25.2809, 0.312, 0.688, 0, 0
25.5476, 0.312, 0.688, 0, 0
25.8127, 0.314, 0.686, 0, 0
26.0658, 0.326, 0.674, 0, 0
26.3016, 0.326, 0.674, 0, 0
26.4723, 0.326, 0.674, 0, 0
26.6373, 0.324, 0.676, 0, 0
26.8159, 0.324, 0.676, 0, 0
27.0652, 0.322, 0.678, 0, 0
27.3137, 0.326, 0.674, 0, 0
27.5139, 0.324, 0.676, 0, 0
27.7178, 0.326, 0.674, 0, 0
27.9865, 0.328, 0.672, 0, 0
28.1522, 0.326, 0.674, 0, 0
28.378, 0.332, 0.668, 0, 0
28.6405, 0.33, 0.67, 0, 0
28.8232, 0.33, 0.67, 0, 0
29.1088, 0.332, 0.668, 0, 0
29.3116, 0.338, 0.662, 0, 0
29.5136, 0.338, 0.662, 0, 0
29.7241, 0.336, 0.664, 0, 0
29.9083, 0.338, 0.662, 0, 0
30.0934, 0.336, 0.664, 0, 0
30.2844, 0.338, 0.662, 0, 0
30.5808, 0.338, 0.662, 0, 0
30.7696, 0.338, 0.662, 0, 0
31.0056, 0.336, 0.664, 0, 0
31.1937, 0.336, 0.664, 0, 0
31.4255, 0.34, 0.66, 0, 0
31.7418, 0.338, 0.662, 0, 0
31.9344, 0.338, 0.662, 0, 0
32.1476, 0.336, 0.664, 0, 0
32.3405, 0.332, 0.668, 0, 0
32.6092, 0.33, 0.67, 0, 0
32.8507, 0.332, 0.668, 0, 0
33.0528, 0.332, 0.668, 0, 0
33.2711, 0.332, 0.668, 0, 0
33.5489, 0.332, 0.668, 0, 0
33.8061, 1, 0.672, 0, 0
34.006, 1, 0.68, 0, 0
34.201, 1, 0.682, 0, 0
34.4038, 1, 0.684, 0, 0
34.6097, 1, 0.69, 0, 0
34.8332, 1, 0.69, 0, 0
35.0471, 1, 0.69, 0, 0
35.2467, 1, 0.688, 0, 0.002
35.4479, 1, 0.692, 0, 0
35.6483, 1, 0.694, 0, 0
35.8479, 1, 0.69, 0, 0
36.046, 1, 0.69, 0, 0
36.2515, 1, 0.694, 0, 0
36.4657, 1, 0.69, 0, 0
36.6592, 1, 0.69, 0, 0
36.8619, 1, 0.688, 0, 0
37.0733, 1, 0.69, 0, 0
37.28, 1, 0.692, 0, 0
37.4899, 1, 0.694, 0, 0
37.7001, 1, 0.696, 0, 0
37.9118, 1, 0.694, 0, 0
38.1248, 1, 0.694, 0, 0
38.3402, 1, 0.694, 0, 0
38.5466, 1, 0.698, 0, 0
38.7629, 1, 0.7, 0, 0
38.9694, 1, 0.698, 0, 0
39.1825, 1, 0.698, 0, 0
39.3891, 1, 0.7, 0, 0
39.6105, 1, 0.7, 0, 0
39.8144, 1, 0.7, 0, 0
40.0292, 1, 0.7, 0, 0
40.2508, 1, 0.7, 0, 0
40.4545, 1, 0.704, 0, 0
40.6824, 1, 0.712, 0, 0
40.8877, 1, 0.712, 0, 0
41.107, 1, 0.722, 0, 0
41.3335, 1, 0.706, 0, 0
41.5578, 1, 0.706, 0, 0
41.787, 1, 0.706, 0, 0
42.0175, 1, 0.718, 0, 0
42.2495, 1, 0.718, 0, 0
42.4747, 1, 0.726, 0, 0
42.725, 1, 0.728, 0, 0
42.9498, 1, 0.734, 0, 0
43.1626, 1, 0.736, 0, 0
43.39, 1, 0.738, 0, 0
43.6326, 1, 0.738, 0, 0
43.8629, 1, 0.738, 0, 0
44.1067, 1, 0.744, 0, 0
44.3562, 1, 0.746, 0, 0
44.6029, 1, 0.746, 0, 0
44.8701, 1, 0.744, 0, 0
45.0911, 1, 0.746, 0, 0
45.3458, 1, 0.746, 0, 0
45.6013, 1, 0.754, 0, 0
45.8535, 1, 0.754, 0, 0
46.0763, 1, 0.754, 0, 0
46.292, 1, 0.754, 0, 0
46.5273, 1, 0.754, 0, 0
46.7658, 1, 0.754, 0, 0
47.0045, 1, 0.758, 0, 0
47.2335, 1, 0.758, 0, 0
47.4727, 1, 0.758, 0, 0
47.7011, 1, 0.76, 0, 0
47.933, 1, 0.76, 0, 0
48.1759, 1, 0.76, 0, 0
48.3993, 1, 0.76, 0, 0
48.6314, 1, 0.77, 0, 0
48.8598, 1, 0.77, 0, 0
49.097, 1, 0.768, 0, 0
49.3287, 1, 0.768, 0, 0
49.5492, 1, 0.768, 0, 0
49.7801, 1, 0.768, 0, 0
50.0172, 1, 0.768, 0, 0
50.2463, 1, 0.768, 0, 0
50.4635, 1, 0.772, 0, 0
50.6835, 1, 0.774, 0, 0
50.9258, 1, 0.774, 0, 0
51.1582, 1, 0.784, 0, 0
51.4006, 1, 0.788, 0, 0
51.6554, 1, 0.79, 0, 0
51.8819, 1, 0.792, 0, 0
52.1422, 1, 0.792, 0, 0
52.4016, 1, 0.794, 0, 0
52.6408, 1, 0.794, 0, 0
52.8638, 1, 0.794, 0, 0
53.0884, 1, 0.8, 0, 0
53.3157, 1, 0.804, 0, 0
53.5446, 1, 0.806, 0, 0
53.8175, 1, 0.806, 0, 0
54.027, 1, 0.806, 0, 0
54.2497, 1, 0.808, 0, 0
54.4734, 1, 0.808, 0, 0
54.745, 1, 0.812, 0, 0
54.9787, 1, 0.814, 0, 0
55.2733, 1, 0.816, 0, 0
55.5389, 1, 0.818, 0, 0
55.8012, 1, 0.818, 0, 0
56.0368, 1, 0.818, 0, 0
56.2597, 1, 0.818, 0, 0
56.5375, 1, 0.818, 0, 0
56.7998, 1, 0.818, 0, 0
57.0405, 1, 0.818, 0, 0
57.2666, 1, 0.818, 0, 0
57.4919, 1, 0.82, 0, 0
57.7245, 1, 0.818, 0, 0
57.9457, 1, 0.82, 0, 0
58.1934, 1, 0.82, 0, 0
58.4223, 1, 0.82, 0, 0
58.6638, 1, 0.822, 0, 0
58.9518, 1, 0.822, 0, 0
59.2639, 1, 0.822, 0, 0
59.5253, 1, 0.818, 0, 0
59.8046, 1, 0.816, 0, 0
60.1173, 1, 0.816, 0, 0
60.4316, 1, 0.818, 0, 0
60.6747, 1, 0.818, 0, 0
60.9291, 1, 0.818, 0, 0
61.1836, 1, 0.822, 0, 0
61.4118, 1, 0.818, 0, 0
61.6901, 1, 0.82, 0, 0
61.9791, 1, 0.82, 0, 0
62.247, 1, 0.82, 0, 0
62.5166, 1, 0.82, 0, 0
62.8009, 1, 0.82, 0, 0
63.0283, 1, 0.82, 0, 0
63.3031, 1, 0.82, 0, 0
63.5322, 1, 0.816, 0, 0
63.7687, 1, 0.818, 0, 0
63.9971, 1, 0.818, 0, 0
64.2807, 1, 0.818, 0, 0
64.5213, 1, 0.818, 0, 0
64.7966, 1, 0.818, 0, 0
65.0283, 1, 0.818, 0, 0
65.3006, 1, 0.82, 0, 0
65.5444, 1, 0.816, 0, 0
65.8153, 1, 0.81, 0, 0
66.1109, 1, 0.81, 0, 0
66.3534, 1, 0.81, 0, 0
66.6178, 1, 0.812, 0, 0
66.8912, 1, 0.812, 0, 0
67.125, 1, 0.812, 0, 0
67.3608, 1, 0.812, 0, 0
67.6549, 1, 0.814, 0, 0
67.9537, 1, 0.818, 0, 0
68.2332, 1, 0.818, 0, 0
68.5029, 1, 0.818, 0, 0
68.7521, 1, 0.818, 0, 0
68.9858, 1, 0.818, 0, 0
69.2494, 1, 0.82, 0, 0
69.5482, 1, 0.82, 0, 0
69.8247, 1, 0.818, 0, 0
70.1065, 1, 0.822, 0, 0
70.3515, 1, 0.82, 0, 0
