TOTAL_STIMULUS_REC: 427
NLP_parse_percentage_in_AF: 1.4013e-45
Logged_at: 17:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
47153927320151812, nigh%4:02:01::, 14:13:38:865, 14:14:10:009, 4.34561, 31.1441, 1,  - , 45.1851
129572895285309251, can, 14:13:38:974, 14:14:10:009, 6.38128, 31.0347, 1, 1800, 2.1301
203398228812374584, tropical.a@22856e1f-0156-4a3a-a8ae-aab1f5d11b9c, 14:13:51:653, 14:14:03:229, 3.32548, 11.5759, 0,  - , 4.78305
224914245004177916, ., 14:13:38:541, 14:14:10:009, 16.9506, 31.4674, 0, 29100, 67.2915
238713097465677210, in, 14:13:39:083, 14:14:10:009, 45.5263, 30.9258, 1, 7200, 23.5114
247278477959661152, woodlouse, 14:13:38:646, 14:14:10:009, 14.4695, 31.3631, 1, 600, 10.3016
264350673662521529, extend.v@950f59fb-b2d3-4f6f-b496-dafc73a70e41, 14:13:47:252, 14:14:10:009, 9.91101, 22.7563, 0,  - , 12.705
273156185407028256, no%4:02:01::, 14:13:53:983, 14:14:04:171, 4.2788, 10.1882, 1,  - , 5.54739
287421456811839944, the@d687d7f3-d4df-4469-a99a-bbfa6e0af805, 14:13:51:446, 14:14:03:229, 1.13503, 11.7831, 0,  - , 3.51841
383366309441692753, inward%4:02:01::, 14:13:47:823, 14:14:10:009, 4.3395, 22.1861, 1,  - , 10.5634
384797615427064134, ), 14:13:40:092, 14:13:42:053, 1.21647, 1.96125, 0, 900, 2.33583
443514927522192133, unlike, 14:13:39:083, 14:14:10:009, 20.1702, 30.9258, 1, 300, 8.0144
454213604292819815, do%2:36:02::, 14:13:38:974, 14:13:40:674, 1.38622, 1.70032, 1,  - , 5.3515
533049664271630316, similar, 14:13:40:092, 14:13:41:929, 1.86906, 1.83657, 1, 900, 0.252481
549817980321782562, comprise, 14:13:40:327, 14:13:42:180, 0.814091, 1.85339, 1, 300, 0.00255773
560437915148262375, most%4:02:00::, 14:13:38:865, 14:14:10:009, 6.78472, 31.1441, 1,  - , 23.6878
643335844547241829, act%2:29:00::, 14:13:38:974, 14:13:40:674, 1.38162, 1.70032, 1,  - , 5.35133
672209744764972597, nevertheless%4:02:00::, 14:13:38:865, 14:14:10:009, 5.8276, 31.1441, 1,  - , 24.4351
675472484026836756, 10.000000, 14:13:38:974, 14:14:10:009, 6.18394, 31.0347, 1,  - , 3.12382
690693652329620029, species, 14:13:39:301, 14:14:10:009, 12.2374, 30.7074, 1, 6300, 8.68126
708397436486243263, ,@23bb55aa-2f51-4a94-b503-c4dd7243a3aa, 14:13:41:759, 14:14:10:009, 5.9789, 28.2493, 0,  - , 12.4623
758278191060126781, extensor_muscle%1:08:00::, 14:13:47:823, 14:14:10:009, 5.18948, 22.1861, 1,  - , 10.161
821879334871727856, noun, 14:13:38:974, 14:14:10:009, 6.21228, 31.0347, 0,  - , 7.13008
865994518079828500, _quantity, 14:13:38:974, 14:13:39:629, 3.81952, 0.655149, 1,  - , 2.78884
882972761056795330, make%2:36:05::, 14:13:38:974, 14:13:40:674, 1.49688, 1.70032, 1,  - , 4.85149
927199144002112699, lepidoptera, 14:13:40:327, 14:13:40:674, 0.525153, 0.347488, 0, 300, 0.00121059
955007819498838415, 3000, 14:13:39:301, 14:14:10:009, 11.9519, 30.7074, 0, 600, 2.01094
962192904325844242, (@f1666925-c0bd-4c04-a853-be161f8db27f, 14:13:52:125, 14:13:52:941, 3.2563, 0.81539, 0,  - , 3.31752
1030432051235113537, in%4:02:01::, 14:13:47:823, 14:14:10:009, 4.32398, 22.1861, 1,  - , 10.0637
1057495428784606851, plural, 14:13:38:974, 14:14:03:229, 3.60457, 24.2547, 0,  - , 3.46019
1064371722496667478, this.p@aabb27ed-fc98-491d-8274-123b59c7eaba, 14:13:38:646, 14:14:10:009, 40.0647, 31.3631, 0,  - , 21.3849
1113997609004476165, near%4:02:03::, 14:13:38:865, 14:14:10:009, 4.37556, 31.1441, 1,  - , 38.1856
1133153338240398573, of@7bdb2e99-fb52-47cb-92e3-dd2814e50bc6, 14:13:51:446, 14:14:02:238, 2.58816, 10.7919, 0,  - , 5.31752
1153987369686549617, do%2:42:00::, 14:13:38:974, 14:13:40:674, 1.45267, 1.70032, 1,  - , 5.85184
1175589746270536087, Os@83f2a57c-dccc-40b3-8d42-e04f334ddcb7, 14:13:38:974, 14:14:05:005, 0.832904, 26.0306, 0,  - , 6.37326
1217402448328952847, no_more%4:02:05::, 14:13:53:632, 14:14:10:009, 4.4601, 16.3768, 1,  - , 5.54801
1230484456261868096, somewhat, 14:13:40:092, 14:13:42:053, 1.13358, 1.96125, 1, 600, 0.254283
1269874452015329819, are.v@36fa32d8-432f-4a2d-b2e8-ccea561d9150, 14:13:47:687, 14:14:02:959, 2.87697, 15.2718, 0,  - , 7.21278
1274177074795690889, no%4:02:02::, 14:13:51:793, 14:14:07:680, 0.899094, 15.8873, 1,  - , 5.54932
1297336434150684834, present_future, 14:13:38:974, 14:14:08:191, 2.03666, 29.2168, 0,  - , 3.45816
1354872220123196599, doh%1:10:00::, 14:13:38:974, 14:13:42:435, 1.49923, 3.46122, 1,  - , 4.85283
1367477221623553515, by%4:02:00::, 14:13:47:687, 14:14:10:009, 4.93652, 22.3217, 1,  - , 11.9506
1384551694518126213, demonstrative, 14:13:38:974, 14:14:10:009, 5.74859, 31.0347, 0,  - , 2.12379
1398544481735865937, muscles.n@e804ce89-380b-44b4-bebe-fcd88468bf43, 14:13:43:807, 14:14:10:009, 34.9047, 26.2018, 0,  - , 6.93532
1449581650341107687, in%1:23:00::, 14:13:47:823, 14:14:10:009, 4.29553, 22.1861, 1,  - , 9.56339
1455309111751117554, most@56a60e90-23d6-4d3c-a76f-24e0c7fa0472, 14:13:39:192, 14:14:10:009, 9.51399, 30.8168, 0,  - , 5.34212
1502891525357445923, away%4:02:02::, 14:13:47:687, 14:14:10:009, 4.93623, 22.3217, 1,  - , 11.4506
1517594385247747428, do%2:42:02::, 14:13:38:974, 14:13:40:674, 1.47909, 1.70032, 1,  - , 4.35123
1538698962689516020, ut%1:10:00::, 14:13:38:974, 14:13:40:674, 1.50826, 1.70032, 1,  - , 5.85148
1559143987269818818, do%2:36:00::, 14:13:38:974, 14:13:40:674, 1.49301, 1.70032, 1,  - , 4.8515
