at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
20.6221, 0.292, 0.708, 0, 0.014
20.7849, 0.292, 0.708, 0, 0.014
20.9495, 0.292, 0.708, 0, 0.014
21.1823, 0.292, 0.708, 0, 0.014
21.3586, 0.292, 0.708, 0, 0.014
21.6342, 0.292, 0.708, 0, 0.014
21.7286, 0.292, 0.708, 0, 0.014
21.9526, 0.292, 0.708, 0, 0.014
22.2384, 0.3, 0.7, 0, 0.012
22.3939, 0.308, 0.692, 0, 0.036
22.615, 0.304, 0.696, 0, 0.032
22.8186, 0.294, 0.706, 0, 0.03
23.0008, 0.294, 0.706, 0, 0.03
23.1774, 0.292, 0.708, 0, 0.028
23.3447, 0.288, 0.712, 0, 0.03
23.5499, 0.292, 0.708, 0, 0.046
23.7365, 0.292, 0.708, 0, 0.042
24.0463, 0.292, 0.708, 0, 0.042
24.2795, 0.292, 0.708, 0, 0.042
24.5013, 0.292, 0.708, 0, 0.042
24.7183, 0.294, 0.706, 0, 0.054
25.0233, 0.3, 0.7, 0, 0.066
25.3306, 0.292, 0.708, 0, 0.068
25.5361, 0.298, 0.702, 0, 0.068
25.8183, 0.294, 0.706, 0, 0.07
26.055, 0.29, 0.71, 0, 0.07
26.3726, 0.302, 0.698, 0, 0.072
26.5845, 0.31, 0.69, 0, 0.074
26.8338, 0.308, 0.692, 0, 0.072
27.1367, 0.29, 0.71, 0, 0.072
27.35, 0.29, 0.71, 0, 0.072
27.539, 0.29, 0.71, 0, 0.072
27.7846, 0.29, 0.71, 0, 0.072
27.9968, 0.284, 0.716, 0, 0.072
28.3265, 0.282, 0.718, 0, 0.072
28.5769, 0.272, 0.728, 0, 0.072
28.8031, 0.268, 0.732, 0, 0.072
29.1554, 0.266, 0.734, 0, 0.072
29.3597, 0.256, 0.744, 0, 0.072
29.595, 0.256, 0.744, 0, 0.072
29.787, 0.256, 0.744, 0, 0.072
30.051, 0.256, 0.744, 0, 0.072
30.2606, 0.256, 0.744, 0, 0.072
30.5371, 0.256, 0.744, 0, 0.072
30.792, 0.25, 0.75, 0, 0.072
31.0783, 0.248, 0.752, 0, 0.07
31.387, 0.246, 0.754, 0, 0.074
31.7635, 0.246, 0.754, 0, 0.074
31.9074, 0.248, 0.752, 0, 0.072
32.2585, 0.25, 0.75, 0, 0.072
32.621, 1, 0.75, 0, 0.072
32.8423, 1, 0.75, 0, 0.072
33.0629, 1, 0.75, 0, 0.072
33.2831, 1, 0.752, 0, 0.072
33.5165, 1, 0.752, 0, 0.072
33.7406, 1, 0.752, 0, 0.072
33.9739, 1, 0.752, 0, 0.072
34.2027, 1, 0.752, 0, 0.072
34.3952, 1, 0.752, 0, 0.072
34.6293, 1, 0.752, 0, 0.072
34.8462, 1, 0.752, 0, 0.072
35.0553, 1, 0.75, 0, 0.072
35.25, 1, 0.748, 0, 0.072
35.4486, 1, 0.746, 0, 0.072
35.6403, 1, 0.746, 0, 0.072
35.8423, 1, 0.744, 0, 0.072
36.0657, 1, 0.744, 0, 0.072
36.2981, 1, 0.744, 0, 0.072
36.5183, 1, 0.744, 0, 0.072
36.7496, 1, 0.746, 0, 0.072
36.9737, 1, 0.75, 0, 0.072
37.2008, 1, 0.748, 0, 0.072
37.4139, 1, 0.748, 0, 0.072
37.6427, 1, 0.746, 0, 0.072
37.8737, 1, 0.746, 0, 0.072
38.0907, 1, 0.746, 0, 0.072
38.3021, 1, 0.746, 0, 0.072
38.5172, 1, 0.748, 0, 0.072
38.7356, 1, 0.748, 0, 0.072
38.9543, 1, 0.752, 0, 0.072
39.1879, 1, 0.752, 0, 0.072
39.421, 1, 0.75, 0, 0.072
39.6541, 1, 0.748, 0, 0.072
39.8582, 1, 0.748, 0, 0.072
40.0677, 1, 0.75, 0, 0.072
40.3122, 1, 0.748, 0, 0.072
40.5695, 1, 0.746, 0, 0.072
40.8174, 1, 0.748, 0, 0.072
40.9691, 1, 0.74, 0, 0.072
41.2212, 1, 0.736, 0, 0.072
41.4862, 1, 0.732, 0, 0.072
41.7232, 1, 0.734, 0, 0.072
41.9442, 1, 0.734, 0, 0.072
42.2253, 1, 0.734, 0, 0.072
42.4696, 1, 0.734, 0, 0.072
42.7194, 1, 0.734, 0, 0.072
42.9865, 1, 0.734, 0, 0.072
43.2384, 1, 0.734, 0, 0.072
43.4525, 1, 0.728, 0, 0.072
43.6661, 1, 0.73, 0, 0.072
43.9304, 1, 0.73, 0, 0.072
44.1901, 1, 0.724, 0, 0.072
44.389, 1, 0.722, 0, 0.072
44.6288, 1, 0.72, 0, 0.072
44.8746, 1, 0.708, 0, 0.072
45.1142, 1, 0.706, 0, 0.072
45.3632, 1, 0.704, 0, 0.072
45.6576, 1, 0.694, 0, 0.072
45.9043, 1, 0.692, 0, 0.07
46.1693, 1, 0.688, 0, 0.072
46.4113, 1, 0.686, 0, 0.064
46.6586, 1, 0.682, 0, 0.066
46.891, 1, 0.69, 0, 0.066
47.1944, 1, 0.686, 0, 0.068
47.4709, 1, 0.692, 0, 0.068
47.7238, 1, 0.712, 0, 0.062
47.9421, 1, 0.726, 0, 0.046
48.1597, 1, 0.726, 0, 0.046
48.381, 1, 0.728, 0, 0.046
48.5932, 1, 0.728, 0, 0.046
48.8077, 1, 0.748, 0, 0.034
49.0805, 1, 0.748, 0, 0.032
49.3455, 1, 0.748, 0, 0.032
49.5986, 1, 0.754, 0, 0.03
49.9022, 1, 0.754, 0, 0.03
50.1746, 1, 0.754, 0, 0.03
50.4294, 1, 0.754, 0, 0.03
50.7027, 1, 0.754, 0, 0.03
50.9219, 1, 0.754, 0, 0.03
51.1745, 1, 0.754, 0, 0.03
51.4719, 1, 0.754, 0, 0.03
51.7036, 1, 0.754, 0, 0.03
51.9377, 1, 0.754, 0, 0.03
52.1944, 1, 0.758, 0, 0.02
52.3903, 1, 0.762, 0, 0.012
52.6388, 1, 0.762, 0, 0.012
52.9302, 1, 0.766, 0, 0.006
53.2649, 1, 0.764, 0, 0.006
53.513, 1, 0.766, 0, 0.006
53.8065, 1, 0.766, 0, 0.008
54.0232, 1, 0.76, 0, 0.008
54.2995, 1, 0.76, 0, 0.006
54.5809, 1, 0.758, 0, 0.006
54.7665, 1, 0.754, 0, 0.006
54.998, 1, 0.754, 0, 0.006
55.3001, 1, 0.754, 0, 0.006
55.5691, 1, 0.752, 0, 0.006
55.824, 1, 0.754, 0, 0.006
56.1256, 1, 0.754, 0, 0.006
56.362, 1, 0.752, 0, 0.006
56.6324, 1, 0.752, 0, 0.006
56.9042, 1, 0.754, 0, 0.006
57.1976, 1, 0.75, 0, 0.012
57.545, 1, 0.754, 0, 0.006
57.8511, 1, 0.756, 0, 0.006
58.1668, 1, 0.756, 0, 0.006
58.4252, 1, 0.754, 0, 0.006
58.685, 1, 0.752, 0, 0.01
58.9948, 1, 0.754, 0, 0.006
59.2463, 1, 0.754, 0, 0.006
59.4986, 1, 0.754, 0, 0.006
59.7449, 1, 0.752, 0, 0.006
60.0222, 1, 0.754, 0, 0.008
60.3051, 1, 0.754, 0, 0.006
60.5668, 1, 0.752, 0, 0.006
60.8259, 1, 0.75, 0, 0.006
61.1039, 1, 0.752, 0, 0.008
61.4273, 1, 0.752, 0, 0.008
61.7099, 1, 0.756, 0, 0.01
61.9731, 1, 0.756, 0, 0.006
62.2869, 1, 0.752, 0, 0.008
62.5914, 1, 0.752, 0, 0.008
62.8362, 1, 0.75, 0, 0.012
63.1499, 1, 0.75, 0, 0.01
63.4678, 1, 0.75, 0, 0.01
63.7589, 1, 0.75, 0, 0.01
64.0871, 1, 0.752, 0, 0.01
64.3426, 1, 0.752, 0, 0.01
64.6014, 1, 0.75, 0, 0.012
64.9491, 1, 0.75, 0, 0.012
65.2937, 1, 0.746, 0, 0.014
65.5746, 1, 0.74, 0, 0.016
65.852, 1, 0.738, 0, 0.028
66.1845, 1, 0.738, 0, 0.028
66.4425, 1, 0.74, 0, 0.024
66.7768, 1, 0.742, 0, 0.02
67.1376, 1, 0.742, 0, 0.02
67.453, 1, 0.742, 0, 0.02
67.79, 1, 0.74, 0, 0.022
68.0709, 1, 0.734, 0, 0.026
