TOTAL_STIMULUS_REC: 427
NLP_parse_percentage_in_AF: 1.4013e-45
Logged_at: 17:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
47153927320151812, nigh%4:02:01::, 14:17:59:240, 14:18:24:562, 3.49979, 25.322, 1,  - , 42.3961
129572895285309251, can, 14:18:00:628, 14:18:24:562, 3.46952, 23.9337, 1, 1800, 4.51531
224914245004177916, ., 14:17:59:026, 14:18:30:933, 14.4827, 31.9074, 0, 29100, 67.1064
238713097465677210, in, 14:17:59:590, 14:18:30:933, 4.90615, 31.3435, 1, 7200, 22.1806
247278477959661152, woodlouse, 14:17:59:130, 14:18:30:933, 7.57393, 31.8032, 1, 600, 11.8564
273156185407028256, no%4:02:01::, 14:18:07:344, 14:18:28:181, 4.44722, 20.8371, 1,  - , 9.44901
279039907390475960, aldrin, 14:18:12:688, 14:18:12:688, 2.73575, 0, 1,  - , 3.75707
308540808360415488, than.e@4e0a6763-22f1-4f0d-b799-4c2ed134cdec, 14:18:12:030, 14:18:24:356, 2.8535, 12.3262, 0,  - , 4.72965
383366309441692753, inward%4:02:01::, 14:18:10:515, 14:18:23:527, 3.19475, 13.0117, 1,  - , 7.61095
384797615427064134, ), 14:18:00:628, 14:18:12:030, 1.38589, 11.4019, 0, 900, 0.341066
399956073196341989, Ss@d5d4ba37-b6b9-40f8-8b3a-86c3f2505b0d, 14:18:12:175, 14:18:30:933, 5.23551, 18.758, 0,  - , 4.51724
443514927522192133, unlike, 14:17:59:590, 14:18:30:933, 5.47435, 31.3435, 1, 300, 8.01393
454213604292819815, do%2:36:02::, 14:17:59:355, 14:18:00:744, 1.72794, 1.38922, 1,  - , 6.35213
467817625647480350, LEFT-WALL@sentence@daed8c5f-7c23-4451-89d8-f7473aba2249_parse_0, 14:18:05:101, 14:18:30:933, 6.96136, 25.8325, 0,  - , 13.9262
533049664271630316, similar, 14:18:00:628, 14:18:10:866, 2.22674, 10.2376, 1, 900, 0.674036
549817980321782562, comprise, 14:18:00:981, 14:18:02:804, 0.639303, 1.823, 1, 300, 0.0020146
560437915148262375, most%4:02:00::, 14:17:59:240, 14:18:30:933, 7.76572, 31.6933, 1,  - , 24.396
643335844547241829, act%2:29:00::, 14:17:59:355, 14:18:00:744, 1.70635, 1.38922, 1,  - , 4.85239
653986977238977258, instead.e@77f7cc3a-4b9a-46fa-b95c-e318bb2a3d53, 14:18:10:866, 14:18:30:789, 4.77243, 19.9234, 0,  - , 7.81085
