at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
8.10421, 0.41, 0.59, 0, 0
8.25541, 0.41, 0.59, 0, 0
8.38669, 0.41, 0.59, 0, 0
8.53779, 0.41, 0.59, 0, 0
8.69645, 0.41, 0.59, 0, 0
8.8401, 0.41, 0.59, 0, 0
8.99736, 0.41, 0.59, 0, 0
9.1266, 0.41, 0.59, 0, 0
9.25663, 0.41, 0.59, 0, 0
9.39196, 0.41, 0.59, 0, 0
9.55243, 0.41, 0.59, 0, 0
9.69282, 0.41, 0.59, 0, 0
9.82165, 0.41, 0.59, 0, 0
9.98634, 0.41, 0.59, 0, 0
10.1247, 0.41, 0.59, 0, 0
10.2694, 0.41, 0.59, 0, 0
10.4371, 0.41, 0.59, 0, 0
10.5778, 0.41, 0.59, 0, 0
10.7569, 0.41, 0.59, 0, 0
10.906, 0.41, 0.59, 0, 0
11.0529, 0.41, 0.59, 0, 0
11.2043, 0.41, 0.59, 0, 0
11.3416, 0.41, 0.59, 0, 0
11.4841, 0.41, 0.59, 0, 0
11.6454, 0.408, 0.592, 0, 0
11.8345, 0.408, 0.592, 0, 0
11.9783, 0.408, 0.592, 0, 0
12.1134, 0.406, 0.594, 0, 0
12.2588, 0.414, 0.586, 0, 0
12.3986, 0.416, 0.584, 0, 0
12.5461, 0.416, 0.584, 0, 0
12.7195, 0.416, 0.584, 0, 0
12.8653, 0.41, 0.59, 0, 0
13.0468, 0.414, 0.586, 0, 0
13.2235, 0.418, 0.582, 0, 0
13.3706, 0.412, 0.588, 0, 0
13.5291, 0.404, 0.596, 0, 0.012
13.7157, 0.412, 0.588, 0, 0
13.8483, 0.402, 0.598, 0, 0.034
13.9561, 0.378, 0.622, 0, 0.036
14.103, 0.348, 0.652, 0, 0
14.2424, 0.346, 0.654, 0, 0
14.4, 0.338, 0.662, 0, 0
14.5331, 0.336, 0.664, 0, 0
14.7075, 0.356, 0.644, 0, 0
14.8638, 0.354, 0.646, 0, 0
15.0149, 0.354, 0.646, 0, 0
15.167, 0.346, 0.654, 0, 0
15.3094, 0.34, 0.66, 0, 0
15.513, 0.336, 0.664, 0, 0
15.7161, 0.33, 0.67, 0, 0
15.904, 0.328, 0.672, 0, 0
16.0641, 0.328, 0.672, 0, 0
16.2303, 0.328, 0.672, 0, 0
16.4099, 0.322, 0.678, 0, 0
16.549, 0.32, 0.68, 0, 0
16.7704, 0.32, 0.68, 0, 0
16.9106, 0.32, 0.68, 0, 0
17.101, 0.318, 0.682, 0, 0
17.241, 0.318, 0.682, 0, 0
17.4171, 0.318, 0.682, 0, 0
17.6008, 0.324, 0.676, 0, 0
17.7606, 0.316, 0.684, 0, 0
17.9417, 0.32, 0.68, 0, 0
18.1386, 0.324, 0.676, 0, 0
18.2856, 0.326, 0.674, 0, 0
18.4353, 0.328, 0.672, 0, 0
18.6581, 0.33, 0.67, 0, 0
18.8124, 0.334, 0.666, 0, 0
19.0289, 0.334, 0.666, 0, 0
19.1922, 0.334, 0.666, 0, 0
19.3987, 0.334, 0.666, 0, 0
19.5866, 0.334, 0.666, 0, 0
19.7995, 0.334, 0.666, 0, 0
19.9112, 0.334, 0.666, 0, 0
20.1297, 0.334, 0.666, 0, 0
20.2812, 0.334, 0.666, 0, 0
20.4732, 0.334, 0.666, 0, 0
20.6819, 0.334, 0.666, 0, 0
20.8747, 0.324, 0.676, 0, 0
21.0491, 0.324, 0.676, 0, 0
21.2238, 0.324, 0.676, 0, 0
21.4088, 0.332, 0.668, 0, 0
21.6753, 0.336, 0.664, 0, 0
21.8605, 0.332, 0.668, 0, 0
22.0834, 0.33, 0.67, 0, 0
22.3031, 0.32, 0.68, 0, 0
22.4811, 0.32, 0.68, 0, 0
22.7063, 0.318, 0.682, 0, 0
22.916, 0.312, 0.688, 0, 0
23.0739, 0.31, 0.69, 0, 0
23.3142, 0.316, 0.684, 0, 0
23.5136, 0.316, 0.684, 0, 0
23.7313, 0.304, 0.696, 0, 0
23.9297, 0.31, 0.69, 0, 0
24.2341, 0.294, 0.706, 0, 0
24.4654, 0.302, 0.698, 0, 0
24.7486, 0.274, 0.726, 0, 0
24.9605, 0.276, 0.724, 0, 0
25.2389, 0.274, 0.726, 0, 0
25.5497, 0.274, 0.726, 0, 0
25.7656, 0.268, 0.732, 0, 0
25.9925, 0.262, 0.738, 0, 0
26.1735, 0.264, 0.736, 0, 0
26.3604, 0.264, 0.736, 0, 0
26.5717, 0.264, 0.736, 0, 0
26.7832, 0.264, 0.736, 0, 0
26.9833, 0.262, 0.738, 0, 0
27.2114, 0.262, 0.738, 0, 0
27.4001, 0.26, 0.74, 0, 0
27.5724, 0.258, 0.742, 0, 0
27.7984, 0.258, 0.742, 0, 0
28.09, 0.256, 0.744, 0, 0
28.3269, 0.25, 0.75, 0, 0
28.5637, 0.246, 0.754, 0, 0
28.7832, 0.236, 0.764, 0, 0
29.069, 0.236, 0.764, 0, 0
29.3451, 0.236, 0.764, 0, 0
29.5245, 0.236, 0.764, 0, 0
29.7352, 0.226, 0.774, 0, 0
29.9416, 0.23, 0.77, 0, 0
30.1197, 0.23, 0.77, 0, 0
30.3912, 0.234, 0.766, 0, 0
30.6094, 0.234, 0.766, 0, 0
30.8009, 0.234, 0.766, 0, 0
31.0971, 0.234, 0.766, 0, 0
31.3153, 0.234, 0.766, 0, 0
31.6583, 0.234, 0.766, 0, 0
31.9182, 0.234, 0.766, 0, 0
32.1384, 0.232, 0.768, 0, 0
32.4795, 1, 0.768, 0, 0
32.6632, 1, 0.766, 0, 0
32.8685, 1, 0.766, 0, 0
33.0812, 1, 0.766, 0, 0
33.288, 1, 0.766, 0, 0
33.5076, 1, 0.77, 0, 0
33.6955, 1, 0.768, 0, 0
33.8647, 1, 0.768, 0, 0
34.0789, 1, 0.768, 0, 0
34.2864, 1, 0.768, 0, 0
34.4802, 1, 0.764, 0, 0
34.6833, 1, 0.758, 0, 0
34.8933, 1, 0.756, 0, 0
35.0795, 1, 0.758, 0, 0
35.2729, 1, 0.752, 0, 0
35.469, 1, 0.756, 0, 0
35.659, 1, 0.756, 0, 0
35.8563, 1, 0.752, 0, 0
36.0715, 1, 0.756, 0, 0
36.285, 1, 0.758, 0, 0
36.4302, 1, 0.756, 0, 0
36.6172, 1, 0.758, 0, 0
36.8368, 1, 0.758, 0, 0
37.0604, 1, 0.76, 0, 0
37.2734, 1, 0.76, 0, 0
37.4676, 1, 0.764, 0, 0
37.676, 1, 0.764, 0, 0
37.8669, 1, 0.762, 0, 0
37.9965, 1, 0.764, 0, 0
38.2152, 1, 0.764, 0, 0
38.444, 1, 0.758, 0, 0
38.653, 1, 0.748, 0, 0
38.8712, 1, 0.744, 0, 0
39.1022, 1, 0.738, 0, 0
39.3125, 1, 0.73, 0, 0
39.5222, 1, 0.724, 0, 0
39.7453, 1, 0.722, 0, 0
39.9979, 1, 0.714, 0, 0
40.2297, 1, 0.72, 0, 0
40.465, 1, 0.722, 0, 0
40.7023, 1, 0.73, 0, 0
40.954, 1, 0.73, 0, 0
41.18, 1, 0.73, 0, 0
41.3973, 1, 0.734, 0, 0
41.628, 1, 0.736, 0, 0
41.8438, 1, 0.74, 0, 0
42.0478, 1, 0.74, 0, 0
42.2905, 1, 0.738, 0, 0
42.5587, 1, 0.74, 0, 0
42.8158, 1, 0.74, 0, 0
43.0892, 1, 0.74, 0, 0
43.369, 1, 0.74, 0, 0
43.6489, 1, 0.74, 0, 0
43.8848, 1, 0.74, 0, 0
44.0992, 1, 0.74, 0, 0
44.3455, 1, 0.74, 0, 0
44.5925, 1, 0.74, 0, 0
44.8628, 1, 0.742, 0, 0
45.1186, 1, 0.746, 0, 0
45.3658, 1, 0.746, 0, 0
45.6233, 1, 0.748, 0, 0
45.8694, 1, 0.746, 0, 0
46.1179, 1, 0.746, 0, 0
46.3276, 1, 0.748, 0, 0
46.539, 1, 0.748, 0, 0
46.7634, 1, 0.748, 0, 0
47.0659, 1, 0.748, 0, 0
47.288, 1, 0.748, 0, 0
47.5184, 1, 0.748, 0, 0
47.7259, 1, 0.75, 0, 0
47.9716, 1, 0.75, 0, 0
48.2584, 1, 0.75, 0, 0
48.5339, 1, 0.748, 0, 0
48.7984, 1, 0.75, 0, 0
49.0501, 1, 0.752, 0, 0
49.3117, 1, 0.752, 0, 0
49.6138, 1, 0.752, 0, 0
49.9288, 1, 0.75, 0, 0
50.1671, 1, 0.748, 0, 0
50.4276, 1, 0.748, 0, 0
50.6915, 1, 0.748, 0, 0
50.9987, 1, 0.752, 0, 0
51.2864, 1, 0.752, 0, 0
51.5517, 1, 0.754, 0, 0
51.8602, 1, 0.754, 0, 0
52.0888, 1, 0.762, 0, 0
52.3333, 1, 0.76, 0, 0
52.5447, 1, 0.762, 0, 0
52.7815, 1, 0.762, 0, 0
53.0012, 1, 0.762, 0, 0
53.2281, 1, 0.762, 0, 0
53.4665, 1, 0.758, 0, 0
53.7587, 1, 0.762, 0, 0
53.9827, 1, 0.76, 0, 0
54.2667, 1, 0.756, 0, 0
54.5165, 1, 0.752, 0, 0
54.815, 1, 0.75, 0, 0
55.069, 1, 0.75, 0, 0
55.3122, 1, 0.75, 0, 0
55.5668, 1, 0.752, 0, 0
55.8266, 1, 0.75, 0, 0
56.0698, 1, 0.744, 0, 0
56.3758, 1, 0.744, 0, 0
56.6246, 1, 0.746, 0, 0
56.8743, 1, 0.742, 0, 0
57.1484, 1, 0.746, 0, 0
57.4736, 1, 0.744, 0, 0
57.7049, 1, 0.744, 0, 0
57.9658, 1, 0.744, 0, 0
58.2387, 1, 0.742, 0, 0
58.4994, 1, 0.742, 0, 0
58.773, 1, 0.742, 0, 0
59.0217, 1, 0.736, 0, 0
59.3218, 1, 0.734, 0, 0
59.6032, 1, 0.736, 0, 0
59.8657, 1, 0.738, 0, 0
60.1373, 1, 0.736, 0, 0
60.3855, 1, 0.736, 0, 0
60.6349, 1, 0.736, 0, 0
60.9602, 1, 0.736, 0, 0
61.2246, 1, 0.74, 0, 0
61.469, 1, 0.74, 0, 0
61.7716, 1, 0.74, 0, 0
62.0276, 1, 0.74, 0, 0
62.3282, 1, 0.74, 0, 0
62.5836, 1, 0.738, 0, 0
62.8489, 1, 0.74, 0, 0
63.1437, 1, 0.74, 0, 0
63.4354, 1, 0.742, 0, 0
63.7539, 1, 0.742, 0, 0
64.0579, 1, 0.742, 0, 0
64.3491, 1, 0.742, 0, 0
64.615, 1, 0.742, 0, 0
64.9545, 1, 0.742, 0, 0
65.2181, 1, 0.742, 0, 0
65.5475, 1, 0.742, 0, 0
65.8085, 1, 0.742, 0, 0
66.1004, 1, 0.742, 0, 0
66.3929, 1, 0.742, 0, 0
66.6607, 1, 0.742, 0, 0
67.0199, 1, 0.742, 0, 0
67.3119, 1, 0.742, 0, 0
67.6221, 1, 0.742, 0, 0
67.9447, 1, 0.742, 0, 0
68.3114, 1, 0.742, 0, 0
